,host_id,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,last_scraped,source,name,description,host_name,host_since,host_location,host_response_time,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,has_availability,calendar_last_scraped,first_review,last_review,instant_bookable
2282,33886986,100.0,78.0,1.0,2.0,46.2071429,6.1434564,3.0,1.0,1.0,1.0,150.0,1.0,365,1.0,3.0,365,365,1.0,365.0,0,0,94,5.0,5.0,1.0,5.0,5.0,4.8,5.0,4.8,5.0,5.0,1.0,1.0,0.0,0.0,1.2,2024-06-29,city scrape,New renovated appartment,"Recently renovated one bedroom appartment located in Saint Gervais District, at the heart of Geneva.  Close to Manor Department Store, Cornavin Station, and just a few minutes walk to the lake.  The appartment has an ample living room area with a lovely terrace that can be enjoyed during the summer.  It also has a fully equiped kitchen and one bathroom.  It is located at the first floor, with access to elevator.  Many shopping options, cafes and restaurants close by as well.",Luis,2015-05-21,"Geneva, Switzerland",within a day,f,"['email', 'phone', 'work_email']",t,t,Commune de Genève,Entire rental unit,Entire home/apt,1 bath,"[""Free dryer \u2013 In building"", ""Hangers"", ""Single level home"", ""Free washer \u2013 In building"", ""Dedicated workspace"", ""Microwave"", ""Arcade games"", ""Private patio or balcony"", ""Hair dryer"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Freezer"", ""Central heating"", ""Cooking basics"", ""Refrigerator"", ""Cleaning products"", ""Paid parking garage off premises"", ""Outdoor furniture"", ""Portable air conditioning"", ""Shampoo"", ""Dishwasher"", ""Elevator"", ""Dining table"", ""Board games"", ""Electric stove"", ""Game console: PS4"", ""Private entrance"", ""Coffee"", ""50 inch HDTV with Amazon Prime Video, Chromecast"", ""Essentials"", ""Extra pillows and blankets"", ""Pets allowed"", ""Body soap"", ""Bed linens"", ""Hot water"", ""Kitchen"", ""Coffee maker: drip coffee maker"", ""Room-darkening shades"", ""Luggage dropoff allowed"", ""Shower gel"", ""Iron"", ""Toaster"", ""Wifi"", ""Wine glasses"", ""Oven""]",t,2024-06-29,2024-02-26,2024-06-09,f
2283,310167507,92.0,100.0,1.0,1.0,46.2097541,6.1377912,2.0,1.0,1.0,1.0,150.0,2.0,365,1.0,2.0,365,365,2.0,365.0,14,36,177,15.0,15.0,0.3,5.0,4.93,5.0,4.8,5.0,5.0,4.73,1.0,1.0,0.0,0.0,0.8,2024-06-29,city scrape,Magnifique studio. Genève Gare,"Spacious, light and comfortable studio! <br />       • Great place to stay so you can enjoy Geneva!! <br /><br />Located in the charming Servette district, a 2-minute walk from GENEVA TRAIN STATION and a 10-minute walk from Jet d 'EAU.",Lilian,2019-11-17,"Geneva, Switzerland",within an hour,f,"['email', 'phone']",t,t,Commune de Genève,Entire rental unit,Entire home/apt,1 bath,"[""Hangers"", ""TV"", ""Dedicated workspace"", ""Microwave"", ""Hair dryer"", ""Dishes and silverware"", ""Drying rack for clothing"", ""Freezer"", ""Central heating"", ""Blender"", ""Clothing storage: walk-in closet"", ""Refrigerator"", ""Paid parking on premises"", ""Elevator"", ""Dining table"", ""Host greets you"", ""Self check-in"", ""Extra pillows and blankets"", ""Body soap"", ""Bed linens"", ""Hot water"", ""Hot water kettle"", ""Kitchen"", ""Other electric stove"", ""Shower gel"", ""Iron"", ""Wifi"", ""Washer"", ""Lockbox"", ""Oven""]",t,2024-06-29,2024-02-25,2024-06-24,t
2284,3834856,100.0,72.0,2.0,4.0,46.22039608967736,6.127206339120383,4.0,1.0,1.0,2.0,100.0,3.0,90,3.0,3.0,90,90,3.0,90.0,0,0,70,6.0,6.0,1.0,5.0,5.0,4.5,5.0,5.0,5.0,4.67,1.0,1.0,0.0,0.0,1.91,2024-06-29,city scrape,Bright Studio near Nations,"This well-appointed studio is walking distance to Nations, international organizations, permanent missions, Palexpo, and bus stops to Cornavin and Geneva Airport. Located in Petit Saconnex, the studio has a large balcony overlooking a beautiful quiet park. There are nearby bakeries, grocery stores, parks and restaurants in the neighbourhood. The studio has a comfortable bed and fold-out couch, coffee machine, desk and chair, small kitchen and full bathroom.",Polina,2012-10-11,"Geneva, Switzerland",within an hour,f,"['email', 'phone']",t,t,Commune de Genève,Entire rental unit,Entire home/apt,1 bath,"[""Park view"", ""Hangers"", ""Dedicated workspace"", ""Smoke alarm"", ""Private patio or balcony"", ""Long term stays allowed"", ""Dishes and silverware"", ""Freezer"", ""Cooking basics"", ""Cleaning products"", ""Elevator"", ""Clothing storage: closet"", ""Self check-in"", ""Mini fridge"", ""Essentials"", ""Pocket wifi"", ""Carbon monoxide alarm"", ""Body soap"", ""Bed linens"", ""Hot water"", ""Kitchen"", ""Room-darkening shades"", ""Luggage dropoff allowed"", ""Laundromat nearby"", ""Stove"", ""Coffee maker: espresso machine, Nespresso"", ""Wifi"", ""Bathtub"", ""Radiant heating"", ""Lockbox""]",t,2024-06-29,2024-03-28,2024-05-30,f
2285,216689581,98.7,75.0,1.0,1.0,46.19216249999999,6.144139099999999,2.0,1.0,1.0,1.4,122.2,1.0,365,1.0,1.0,365,365,1.0,365.0,0,0,0,3.0,3.0,0.0,4.67,4.67,4.8,4.9,4.9,5.0,4.67,1.0,1.2,1.0,0.0,0.67,2024-06-29,previous scrape,5min away from city center,Keep it simple at this peaceful and centrally-located place.,Tsende,2018-09-22,"Carouge, Switzerland",within an hour,f,"['email', 'phone']",t,t,Commune de Genève,Private room in rental unit,Private room,1.5 baths,"[""Host greets you"", ""Kitchen""]",t,2024-06-29,2024-02-16,2024-03-04,f
2286,560913276,100.0,84.0,1.0,1.0,46.21613178528562,6.1,1.0,1.0,1.0,1.4,69.0,1.0,365,1.0,1.0,365,365,1.0,365.0,29,59,267,12.0,12.0,0.3,5.0,5.0,4.92,4.83,5.0,4.67,4.75,1.0,1.2,1.0,0.0,2.63,2024-06-29,city scrape,Chambre calme et confortable,Relax in this unique and tranquil space.<br /><br /> 8 minutes from the airport!!!<br /><br />A room with a single bed is available immediately in an apartment 15 minutes by bus from Cornavin station (line 6 and 19) and 10 minutes from the airport at Vernier school.<br />It's a quiet neighborhood with  supermarkets nearby.,Prisila,2024-02-07,"Geneva, Switzerland",within a few hours,f,"['email', 'phone']",t,t,Vernier,Private room in rental unit,Private room,2 baths,"[""Wifi"", ""Dedicated workspace"", ""Washer"", ""Kitchen""]",t,2024-06-29,2024-02-14,2024-06-20,f
2287,120527114,100.0,100.0,3.0,3.0,46.20392301964625,6.174179138835515,2.0,1.0,1.0,1.4,56.0,2.0,365,1.0,1.0,1125,1125,1.0,1125.0,4,5,181,2.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.2,0.4,0.0,1.33,2024-06-29,city scrape,grande chambre privée,Forget your worries at this spacious and serene place or you'll feel right at home.<br />desk hanging balcony kettle coffee and tea,Tatiana,2017-03-13,"Geneva, Switzerland",within an hour,f,"['email', 'phone']",t,t,Commune de Genève,Private room in rental unit,Private room,2 baths,"[""Refrigerator"", ""Paid parking on premises"", ""Wifi"", ""Dedicated workspace"", ""Heating"", ""Kitchen"", ""Coffee maker"", ""Dishes and silverware""]",t,2024-06-29,2024-05-16,2024-06-10,t
2288,181773777,100.0,84.0,6.0,9.0,46.209808437623856,6.146820835319246,2.0,1.0,1.0,1.4,95.0,3.0,365,3.0,2.9,365,365,2.8,365.0,3,16,90,7.0,7.0,2.0,5.0,5.0,4.71,4.86,4.86,4.9,4.43,2.0,2.0,0.0,0.0,1.76,2024-06-29,city scrape,Apartment next to Cornavin/Lake,"Fully renovated and furnished studio perfectly located in the Paquis district, offering easy access to all sites and services (supermarket, streetcar, bus nearby). A 2-minute walk from the Cornavin train station and 2 minutes from Lake Geneva. The area offers a wide choice of restaurants and bars.",Anael,2018-04-01,"Geneva, Switzerland",within an hour,f,"['email', 'phone']",t,t,Commune de Genève,Entire rental unit,Entire home/apt,1 bath,"[""Cooking basics"", ""Lockbox"", ""TV"", ""Iron"", ""Carbon monoxide alarm"", ""Pets allowed"", ""Wifi"", ""First aid kit"", ""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""Hair dryer"", ""Fire extinguisher"", ""Kitchen"", ""Coffee maker"", ""Self check-in""]",t,2024-06-29,2024-03-03,2024-06-18,f
2289,38246032,100.0,100.0,1.0,1.0,46.2,6.139646116991698,1.0,1.0,1.0,1.0,60.0,1.0,365,1.0,1.0,365,365,1.0,365.0,23,50,260,5.0,5.0,1.0,5.0,5.0,5.0,4.8,5.0,5.0,5.0,1.0,1.2,1.0,0.0,2.05,2024-06-29,city scrape,Chambre cosy dans joli cadre,"This charming accommodation offers direct access to the airport (8 minutes) , international organizations (7 minutes), city center (15 minutes) and Palexpo (5 minutes).",Camilla,2015-07-12,"Genève, Switzerland",within a few hours,f,"['email', 'phone']",t,t,Pregny-Chambésy,Private room in bed and breakfast,Private room,Half-bath,"[""Paid dryer \u2013 In unit"", ""Long term stays allowed"", ""Clothing storage"", ""Hangers"", ""Shared outdoor pool - available seasonally, open specific hours"", ""Indoor fireplace"", ""Body soap"", ""Wifi"", ""Washer"", ""Hot water"", ""Bed linens"", ""Bathtub"", ""Piano"", ""Hair dryer"", ""Heating"", ""Hot water kettle"", ""Host greets you"", ""Coffee""]",t,2024-06-29,2024-04-18,2024-05-31,f
2290,30601541,90.0,63.0,1.0,1.0,46.22646,6.1,5.0,1.0,1.0,2.0,107.0,1.0,30,1.0,1.0,30,30,1.0,30.0,4,14,76,10.0,10.0,0.3,4.8,4.8,4.7,4.7,4.9,4.7,4.6,1.0,1.0,0.0,0.0,2.27,2024-06-29,city scrape,Beau studio-5 min de l'aéroport,"Very nice independent 90 square meter studio in a house close to palexpo and 5 minutes walk from the airport. Comfortable with a large cherry wood bed, a lounge area with a ""sleepy"" sofa that can also serve as a bed and a dining area. An equipped kitchen, a brand new shower room. The studio is on the level of the reed garden. There is a piano and an adjacent veranda with foosball. The house has washing machine linens. Two extra beds available.",Céline,2015-04-04,"Geneva, Switzerland",within a day,f,"['email', 'phone']",t,t,Meyrin,Entire home,Entire home/apt,1 bath,"[""Piano"", ""Outdoor dining area"", ""BBQ grill"", ""Free parking on premises"", ""Wifi"", ""Washer"", ""Kitchen""]",t,2024-06-29,2024-02-19,2024-06-14,f
2291,9910212,98.7,52.0,5.0,6.0,46.20145745060751,6.1321744766404604,2.0,1.0,1.0,1.4,122.2,1.0,365,1.0,1.0,365,365,1.0,365.0,0,0,0,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.4,0.0,0.24,2024-06-29,previous scrape,"Appart' entier Casa Sara - central, calme, cosy","50 m2 apartment located in the heart of the Jonction district. <br />Swimming in the Rhone 1 minute walk, atmosphere guaranteed at the point of the Jonction!!!!<br /><br />Close to all amenities, because central neighborhood (shops, restaurants, etc.).<br /><br />The apartment consists of a large quiet bedroom, a kitchen open to a large living room. Bathroom and separate toilet.<br /><br />You will only be there!!!:) Welcome!!",Lylia,2013-11-09,"Geneva, Switzerland",within an hour,f,"['email', 'phone']",t,t,Commune de Genève,Entire rental unit,Entire home/apt,1 bath,"[""Hangers"", ""Baking sheet"", ""TV"", ""Portable fans"", ""Dedicated workspace"", ""Microwave"", ""Cleaning available during stay"", ""Long term stays allowed"", ""Dishes and silverware"", ""Freezer"", ""Lake access"", ""Cooking basics"", ""Clothing storage"", ""Refrigerator"", ""Cleaning products"", ""Paid parking on premises"", ""Beach access \u2013 Beachfront"", ""Dishwasher"", ""Dining table"", ""Coffee"", ""Ethernet connection"", ""Essentials"", ""Extra pillows and blankets"", ""Body soap"", ""First aid kit"", ""Bidet"", ""Hot water"", ""Hot water kettle"", ""Kitchen"", ""Laundromat nearby"", ""Dryer"", ""Sound system"", ""Shower gel"", ""Rice maker"", ""Waterfront"", ""Stove"", ""Paid parking off premises"", ""Wifi"", ""Washer"", ""Wine glasses"", ""Bathtub"", ""Heating"", ""Books and reading material"", ""Oven""]",t,2024-06-29,2024-02-24,2024-02-24,f
2292,513292531,100.0,93.0,3.0,4.0,46.20437277842268,6.1,4.0,1.0,1.0,1.4,122.2,3.0,365,3.0,3.0,365,365,3.0,365.0,29,59,286,0.0,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,3.0,3.0,0.0,0.0,0.8,2024-06-29,city scrape,4/6pers - Genève - Spacieux,"Welcome in our spacious 100m2 apartment. With two bedrooms with double beds, a large living room with two comfortable sofas, our home sleeps up to 6 guests. The fully equipped kitchen will make it easy to prepare delicious meals, and the bathroom will provide you with the necessary comfort.<br /><br />With family, friends or a couple, our apartment offers the space and comfort necessary for a pleasant stay.",Mb,2023-05-05,"Thônex, Switzerland",within a few hours,f,"['email', 'phone']",t,t,Chêne-Bougeries,Entire rental unit,Entire home/apt,1 bath,"[""Hangers"", ""TV"", ""Dedicated workspace"", ""Arcade games"", ""Smoke alarm"", ""Long term stays allowed"", ""Dishes and silverware"", ""Cooking basics"", ""Clothing storage"", ""Cleaning products"", ""Shampoo"", ""Fire extinguisher"", ""Self check-in"", ""Essentials"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Pets allowed"", ""Body soap"", ""First aid kit"", ""Bed linens"", ""Hot water"", ""Kitchen"", ""Room-darkening shades"", ""Shower gel"", ""Iron"", ""Wifi"", ""Bathtub"", ""Heating"", ""Books and reading material"", ""Lockbox""]",t,2024-06-29,2024-02-24,2024-02-24,f
2293,513292531,100.0,93.0,3.0,4.0,46.20709556616994,6.1,4.0,1.0,1.0,1.4,122.2,3.0,365,3.0,3.0,365,365,3.0,365.0,29,59,286,2.0,2.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,3.0,3.0,0.0,0.0,0.97,2024-06-29,city scrape,4pers - Genève,"Come and discover a peaceful stay in Le Jade located in a quiet residential area, just 10 minutes from the city center of Geneva. Enjoy a fully equipped place offering magnificent views of the sunrises and sunsets with beautiful trees to accompany your breakfasts on the terrace. The apartment has a second bedroom balcony.<br />Bus at the foot of the building, you can easily use public transport. Free condominium parking.",Mb,2023-05-05,"Thônex, Switzerland",within a few hours,f,"['email', 'phone']",t,t,Thônex,Entire rental unit,Entire home/apt,1 bath,"[""Hangers"", ""Single level home"", ""Baking sheet"", ""TV"", ""Backyard"", ""Dedicated workspace"", ""Microwave"", ""Cleaning available during stay"", ""Smoke alarm"", ""Coffee maker"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Freezer"", ""Smoking allowed"", ""Cooking basics"", ""Clothing storage"", ""Refrigerator"", ""Cleaning products"", ""Shampoo"", ""Elevator"", ""Dining table"", ""Self check-in"", ""Mini fridge"", ""Essentials"", ""Pets allowed"", ""Body soap"", ""Bed linens"", ""Hot water"", ""Hot water kettle"", ""Free street parking"", ""Kitchen"", ""Room-darkening shades"", ""Laundromat nearby"", ""Shower gel"", ""Outdoor dining area"", ""Stove"", ""Iron"", ""Patio or balcony"", ""Wine glasses"", ""Bathtub"", ""Heating"", ""Lockbox"", ""Oven""]",t,2024-06-29,2024-04-29,2024-05-19,f
2294,443786891,98.7,82.6,1.0,1.0,46.21423984387926,6.132078270311022,3.0,1.0,1.0,1.0,115.0,1.0,19,1.0,1.0,19,19,1.0,19.0,14,44,74,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,0.25,2024-06-29,city scrape,Charmant Appartement 3 pièces,This perfectly located home offers easy access to all sites and amenities. The tram is a 5 min walk and will take you near the city center in 5 min . You'll find all the shops nearby. We look forward to welcoming you,Charlotte,2022-02-06,"Thônex, Switzerland",within a day,f,['phone'],f,t,Commune de Genève,Entire rental unit,Entire home/apt,1 bath,"[""Hangers"", ""TV"", ""Portable heater"", ""Smoke alarm"", ""Drying rack for clothing"", ""Freezer"", ""Smoking allowed"", ""Cooking basics"", ""Free parking on premises"", ""Elevator"", ""Private entrance"", ""Essentials"", ""Pets allowed"", ""Conditioner"", ""Bed linens"", ""Hot water"", ""Kitchen"", ""Oven"", ""Coffee maker: drip coffee maker"", ""Movie theater"", ""Shower gel"", ""Clothing storage: wardrobe"", ""Wifi"", ""Washer"", ""Other stove""]",t,2024-06-29,2024-02-29,2024-02-29,f
2295,9934472,100.0,50.0,1.0,1.0,46.2,6.1,2.0,1.0,1.0,1.4,160.0,5.0,15,5.0,5.0,15,15,5.0,15.0,27,57,362,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,0.65,2024-06-29,city scrape,Appartement avec piscine,Spacious apartment in a quiet area. <br />Close to the highway and served by public transport <br />Parking place<br />Outdoor pool in summer<br /><br />Spacious flat in a quiet area. <br />Close to the motorway and served by public transport <br />Parking space<br />Outdoor swimming pool in summer,Veronique,2013-11-11,"Geneva, Switzerland",within a day,f,"['email', 'phone']",t,f,Onex,Entire rental unit,Entire home/apt,1 bath,"[""TV"", ""Free parking on premises"", ""Wifi"", ""Dedicated workspace"", ""Washer"", ""Kitchen""]",t,2024-06-29,2024-05-15,2024-05-15,f
2296,383047042,100.0,82.6,1.0,2.0,46.20153096655501,6.172258171031263,4.0,1.0,1.0,1.4,122.2,4.0,10,4.0,4.0,10,10,4.0,10.0,0,0,0,0.0,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,1.0,1.0,0.0,0.0,0.8,2024-06-29,previous scrape,Appartement,"Our apartment located in the center of Geneva can accommodate up to four people (one bedroom with a large double bed and one bedroom with a double sofa bed). <br />You can enjoy the entire apartment and its two balconies. <br />Just a 15 minute walk from the lakefront, the apartment is also very well connected by public transport. <br />Ability to park on site free of charge.",Megan,2021-01-04,"Geneva, Switzerland",within a day,f,['phone'],t,t,Commune de Genève,Entire rental unit,Entire home/apt,2 baths,"[""TV"", ""Free parking on premises"", ""Wifi"", ""Washer"", ""Kitchen""]",t,2024-06-29,2024-05-15,2024-05-15,f
2297,119468644,98.0,95.0,3.0,3.0,46.2033655,6.184675200000001,6.0,1.0,1.0,3.0,243.0,2.0,365,2.0,2.0,365,365,2.0,365.0,10,13,160,18.0,2.9,0.3,4.89,4.83,4.72,4.89,5.0,4.78,4.83,1.0,1.0,0.0,0.0,0.8,2024-06-29,city scrape,Spacious Flat 3 bedroom/3 bathroom,Guests will enjoy easy access to everything from this centrally located place. Our Flat is situated in a very calm area. We are located in the neighborhood of la Gradelle next to Cologny. We are 10 min away from Downtown with public transportation.,Fadel,2017-03-06,"Cairo, Egypt",within an hour,t,"['email', 'phone']",t,t,Chêne-Bougeries,Entire rental unit,Entire home/apt,3 baths,"[""Hangers"", ""TV"", ""Outdoor playground"", ""Dedicated workspace"", ""Hair dryer"", ""Clothing storage"", ""Refrigerator"", ""Cleaning products"", ""Shampoo"", ""Free parking on premises"", ""Dining table"", ""Self check-in"", ""Essentials"", ""Body soap"", ""Bed linens"", ""Bidet"", ""Hot water"", ""Kitchen"", ""Room-darkening shades"", ""Shower gel"", ""Iron"", ""Wifi"", ""Washer"", ""Wine glasses"", ""Heating"", ""Lockbox""]",t,2024-06-29,2024-03-19,2024-06-27,t
2298,16195933,100.0,73.0,2.0,4.0,46.210503234829325,6.148819637267225,6.0,1.0,1.0,3.0,165.0,2.0,365,2.0,3.0,365,365,2.0,365.0,1,2,30,9.0,9.0,1.0,4.78,4.78,4.67,5.0,4.67,4.89,4.67,1.0,1.0,0.0,0.0,2.13,2024-06-29,city scrape,Modern cosy bright flat 90m2,"""Charming 36m² studio in the heart of Geneva. Privileged central location. Fully equipped and ready to stay. Ideal for those seeking convenience and comfort in the city. Don't miss this opportunity!”",Dom,2014-05-31,"Paris, France",within a few hours,t,"['email', 'phone', 'work_email']",t,t,Commune de Genève,Entire rental unit,Entire home/apt,2 baths,"[""Mountain view"", ""Hangers"", ""TV"", ""Dedicated workspace"", ""Smoke alarm"", ""Private patio or balcony"", ""Hair dryer"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Central heating"", ""Lake access"", ""Cooking basics"", ""Clothing storage"", ""Refrigerator"", ""Cleaning products"", ""Stainless steel oven"", ""Shampoo"", ""Dishwasher"", ""Elevator"", ""Dining table"", ""Self check-in"", ""Essentials"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Body soap"", ""Conditioner"", ""Bed linens"", ""Hot water"", ""First aid kit"", ""Kitchen"", ""Room-darkening shades"", ""Laundromat nearby"", ""Dryer"", ""Sound system"", ""Shower gel"", ""Lake view"", ""Wifi"", ""Washer"", ""Bathtub"", ""Radiant heating"", ""Books and reading material"", ""Lockbox""]",t,2024-06-29,2024-02-24,2024-06-17,f
2299,561643030,100.0,100.0,1.0,1.0,46.2029711,6.137921299999999,2.0,1.0,1.0,2.0,135.0,1.0,365,1.0,1.0,365,365,1.0,365.0,15,35,298,0.0,0.0,0.0,4.8,4.9,4.8,4.9,4.9,4.9,4.7,1.0,1.0,0.0,0.0,0.8,2024-06-29,city scrape,Studio Central à Genève,"""Charming 36m² studio in the heart of Geneva. Privileged central location. Fully equipped and ready to stay. Ideal for those seeking convenience and comfort in the city. Don't miss this opportunity!”",Rafaiela,2024-02-12,"Geneva, Switzerland",within an hour,f,"['email', 'phone']",t,t,Commune de Genève,Entire rental unit,Entire home/apt,1 bath,"[""Hangers"", ""TV"", ""Coffee maker: drip coffee maker, espresso machine, french press"", ""Microwave"", ""Building staff"", ""Dishes and silverware"", ""Freezer"", ""Central heating"", ""Cooking basics"", ""Refrigerator"", ""Elevator"", ""Fire extinguisher"", ""Coffee"", ""Self check-in"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Kitchen"", ""Room-darkening shades"", ""Trash compactor"", ""Stove"", ""Iron"", ""Wifi"", ""Wine glasses"", ""Bathtub"", ""Air conditioning"", ""Oven""]",t,2024-06-29,2024-02-24,2024-06-17,f
2300,3528377,99.0,90.0,2.2,3.0,46.201091944694205,6.148980417270597,3.0,1.0,1.0,2.0,154.0,2.0,365,2.0,2.0,1125,1125,2.0,1125.0,20,40,345,24.0,2.9,0.3,4.67,4.83,4.88,4.9,4.67,4.96,4.63,1.8,1.2,0.4,0.0,0.8,2024-06-29,city scrape,Old Town - Central Geneva,"Prime Location! Cosy studio, in the heart of the Old Town<br /><br />One of the most popular neighborhoods of Geneva<br />Close to shops, train station, restaurants and the lake",Marc,2012-09-10,"Geneva, Switzerland",within an hour,f,"['email', 'phone', 'work_email']",t,t,Commune de Genève,Entire rental unit,Entire home/apt,1 bath,"[""Hangers"", ""TV"", ""Dedicated workspace"", ""Hair dryer"", ""Coffee maker"", ""Long term stays allowed"", ""Dishes and silverware"", ""Cooking basics"", ""Clothing storage"", ""Shampoo"", ""Self check-in"", ""Mini fridge"", ""Essentials"", ""Body soap"", ""Bed linens"", ""Hot water"", ""Hot water kettle"", ""Kitchen"", ""Room-darkening shades"", ""Iron"", ""Wifi"", ""Wine glasses"", ""Bathtub"", ""Heating"", ""Lockbox"", ""Oven""]",t,2024-06-29,2024-02-22,2024-06-13,t
2301,464340254,100.0,89.0,2.0,2.0,46.20978,6.14418,1.0,1.0,1.0,1.0,70.0,1.0,4,1.0,1.0,4,4,1.0,4.0,30,33,59,16.0,16.0,0.3,4.94,4.88,4.81,5.0,4.88,4.94,4.88,2.0,1.2,2.0,0.0,0.8,2024-06-29,city scrape,Grande chambre au centre ville,"A small family is ready to welcome you! Simplify your life in this peaceful and central accommodation, we will be at your disposal for any further information and always available to better welcome you and serve you! <br />You are welcome to join us.<br />At the time of booking, you must let us know your name and the reason why you are traveling and thus the exact times that you will arrive so that everything is clear and organized!",Lucas E Caroline,2022-06-15,"Geneva, Switzerland",within an hour,f,"['email', 'phone']",t,t,Commune de Genève,Private room in rental unit,Private room,1 bath,"[""Luggage dropoff allowed"", ""Laundromat nearby"", ""Hangers"", ""Paid parking on premises"", ""Extra pillows and blankets"", ""Portable fans"", ""Elevator"", ""Wifi"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Central heating""]",t,2024-06-29,2024-04-12,2024-06-25,f
2302,3928851,100.0,46.0,1.0,4.0,46.20104020639997,6.1625823488293925,2.0,1.0,1.0,1.0,120.0,1.0,365,1.0,1.0,365,365,1.0,365.0,13,32,237,6.0,6.0,0.0,5.0,4.67,5.0,5.0,5.0,4.83,4.83,1.0,1.0,0.0,0.0,1.51,2024-06-29,city scrape,Bel et spacieux appartement à Genève,Beautiful and spacious apartment in the center of Geneva and the lake. Well-connected (in front of the tram and the Eaux-Vives train station) with a view on the water jet.,Géraldine,2012-10-20,"Geneva, Switzerland",within a few hours,f,"['email', 'phone', 'work_email']",t,t,Commune de Genève,Entire rental unit,Entire home/apt,1 bath,"[""Wifi"", ""Bed linens"", ""Washer"", ""Hot water"", ""Free dryer \u2013 In unit"", ""Bathtub"", ""Radiant heating"", ""Kitchen""]",t,2024-06-29,2024-03-03,2024-05-20,f
2303,562047744,100.0,100.0,1.0,1.0,46.21448090072573,6.146896407185776,2.0,1.0,1.0,1.0,189.0,2.0,365,2.0,2.0,365,365,2.0,365.0,24,51,168,8.0,8.0,0.3,5.0,4.75,5.0,4.88,5.0,4.88,4.75,1.0,1.0,0.0,0.0,3.04,2024-06-29,city scrape,Bel appartement au centre ville,"Beautiful, fully renovated and equipped flat for 2 travellers. Neat, comfortable and functional interior in an unusual building. Ideally located, very close to the train station, the lakeside, the lively Pâquis district and international organisations. Public transport to the rest of the city is also nearby.",ManChin,2024-02-14,"Geneva, Switzerland",within a few hours,f,"['email', 'phone']",f,t,Commune de Genève,Entire rental unit,Entire home/apt,1 bath,"[""Hangers"", ""Baking sheet"", ""TV"", ""Portable fans"", ""Hair dryer"", ""Long term stays allowed"", ""Dishes and silverware"", ""Freezer"", ""Central heating"", ""Cooking basics"", ""Clothing storage"", ""Refrigerator"", ""Cleaning products"", ""Shampoo"", ""Coffee maker: Nespresso"", ""Elevator"", ""Dining table"", ""Host greets you"", ""Body soap"", ""Bed linens"", ""Hot water"", ""Hot water kettle"", ""Kitchen"", ""Room-darkening shades"", ""Shower gel"", ""Stove"", ""Toaster"", ""Wifi"", ""Wine glasses"", ""Bathtub"", ""Books and reading material"", ""Oven""]",t,2024-06-29,2024-04-12,2024-06-21,f
